2023 C1E,,,
Hourly Stream Data (Summary),,,
,,,
Dataset Reference Format:,,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,
,,,
Dataset Header Description,,,
,Column(s)| Variable| Description| [units],,
,1st Column  | DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,
,2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s],,
,3rd Column |StreamTemp-C| Stream Temperature [C],,
,4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm],,
,,,
,,,
,**Note: -6999 denotes missing data,,
,,,
,,,
DateTime,Discharge-L/s,StreamTemp-C,StreamEC-mS/cm
1/1/2023 0:00,9.039707868,1.419,0.061
1/1/2023 1:00,22.54888831,1.269,0.061
1/1/2023 2:00,12.49686347,1.116,0.061
1/1/2023 3:00,15.2053142,0.932,0.061
1/1/2023 4:00,12.64808104,0.725,0.06
1/1/2023 5:00,3.101954432,0.559,0.06
1/1/2023 6:00,15.03784075,0.425,0.06
1/1/2023 7:00,8.666074686,0.324,0.06
1/1/2023 8:00,10.48477896,0.214,0.06
1/1/2023 9:00,13.73485942,0.122,0.06
1/1/2023 10:00,23.39302917,0.113,0.06
1/1/2023 11:00,29.78702295,0.145,0.06
1/1/2023 12:00,16.05810209,0.162,0.06
1/1/2023 13:00,20.31559481,0.145,0.06
1/1/2023 14:00,16.40643577,0.154,0.06
1/1/2023 15:00,21.31476432,0.156,0.06
1/1/2023 16:00,12.19744292,0.168,0.06
1/1/2023 17:00,10.07890539,0.201,0.06
1/1/2023 18:00,12.95353718,0.151,0.06
1/1/2023 19:00,13.26302984,0.103,0.06
1/1/2023 20:00,34.88201281,0.1,0.06
1/1/2023 21:00,19.15150968,0.105,0.06
1/1/2023 22:00,9.681875235,0.113,0.06
1/1/2023 23:00,6.292056881,0.118,0.06
1/2/2023 0:00,2.571635982,0.118,0.06
1/2/2023 1:00,-6999,0.118,0.061
1/2/2023 2:00,7.94487699,0.118,0.061
1/2/2023 3:00,4.164149573,0.118,0.061
1/2/2023 4:00,7.828039427,0.118,0.061
1/2/2023 5:00,16.75890849,0.118,0.061
1/2/2023 6:00,6.927648317,0.118,0.061
1/2/2023 7:00,6.927648317,0.118,0.061
1/2/2023 8:00,1.019429876,0.119,0.061
1/2/2023 9:00,0.98212972,0.119,0.062
1/2/2023 10:00,9.039707868,0.119,0.062
1/2/2023 11:00,12.49686347,0.119,0.062
1/2/2023 12:00,5.788115153,0.119,0.062
1/2/2023 13:00,6.087687639,0.12,0.062
1/2/2023 14:00,1.019429876,0.126,0.062
1/2/2023 15:00,0.438798229,0.13,0.062
1/2/2023 16:00,1.931025721,0.128,0.062
1/2/2023 17:00,2.764070899,0.127,0.062
1/2/2023 18:00,3.764939399,0.121,0.062
1/2/2023 19:00,1.931025721,0.119,0.062
1/2/2023 20:00,1.302269934,0.119,0.062
1/2/2023 21:00,-6999,0.119,0.062
1/2/2023 22:00,-6999,0.119,0.062
1/2/2023 23:00,-6999,0.119,0.062
1/3/2023 0:00,-6999,0.119,0.062
1/3/2023 1:00,-6999,0.119,0.061
1/3/2023 2:00,1.52796273,0.119,0.061
1/3/2023 3:00,1.176365093,0.119,0.061
1/3/2023 4:00,1.825362423,0.119,0.061
1/3/2023 5:00,0.220412231,0.119,0.061
1/3/2023 6:00,-6999,0.119,0.061
1/3/2023 7:00,3.764939399,0.119,0.061
1/3/2023 8:00,0.006986217,0.119,0.061
1/3/2023 9:00,0.271846655,0.119,0.061
1/3/2023 10:00,-6999,0.123,0.061
1/3/2023 11:00,5.401647217,0.128,0.061
1/3/2023 12:00,86.52207654,0.126,0.061
1/3/2023 13:00,38.15376583,0.133,0.061
1/3/2023 14:00,44.881419,0.134,0.061
1/3/2023 15:00,42.47280471,0.135,0.061
1/3/2023 16:00,47.99586278,0.132,0.061
1/3/2023 17:00,141.8938645,0.13,0.06
1/3/2023 18:00,138.4507852,0.128,0.06
1/3/2023 19:00,192.3236347,0.128,0.06
1/3/2023 20:00,147.7364734,0.13,0.06
1/3/2023 21:00,55.25695946,0.127,0.06
1/3/2023 22:00,53.55698318,0.129,0.06
1/3/2023 23:00,87.8460073,0.149,0.06
1/4/2023 0:00,5.887044,0.184,0.06
1/4/2023 1:00,6.81936499,0.2,0.06
1/4/2023 2:00,9.039707868,0.207,0.06
1/4/2023 3:00,11.90203319,0.218,0.06
1/4/2023 4:00,6.395642697,0.228,0.06
1/4/2023 5:00,5.887044,0.239,0.06
1/4/2023 6:00,7.94487699,0.259,0.06
1/4/2023 7:00,7.712158461,0.301,0.061
1/4/2023 8:00,11.46641607,0.338,0.061
1/4/2023 9:00,5.690112735,0.369,0.061
1/4/2023 10:00,14.37818719,0.426,0.061
1/4/2023 11:00,7.147049349,0.489,0.061
1/4/2023 12:00,9.681875235,0.527,0.061
1/4/2023 13:00,4.672743313,0.633,0.061
1/4/2023 14:00,10.76029271,0.733,0.061
1/4/2023 15:00,11.90203319,0.812,0.062
1/4/2023 16:00,13.41929303,0.837,0.062
1/4/2023 17:00,15.03784075,0.885,0.062
1/4/2023 18:00,5.213937987,0.918,0.062
1/4/2023 19:00,12.34665119,0.949,0.062
1/4/2023 20:00,12.19744292,0.974,0.062
1/4/2023 21:00,5.029893591,1.004,0.062
1/4/2023 22:00,15.2053142,1.038,0.062
1/4/2023 23:00,19.53531868,1.069,0.062
1/5/2023 0:00,12.49686347,1.094,0.062
1/5/2023 1:00,12.95353718,1.111,0.062
1/5/2023 2:00,5.788115153,1.132,0.063
1/5/2023 3:00,19.72880379,1.156,0.063
1/5/2023 4:00,6.189405738,1.179,0.063
1/5/2023 5:00,14.0544875,1.203,0.063
1/5/2023 6:00,7.036875913,1.227,0.063
1/5/2023 7:00,21.92702431,1.243,0.063
1/5/2023 8:00,9.681875235,1.265,0.063
1/5/2023 9:00,11.75582913,1.298,0.063
1/5/2023 10:00,3.687760304,1.241,0.063
1/5/2023 11:00,2.764070899,1.316,0.063
1/5/2023 12:00,18.02529234,1.379,0.063
1/5/2023 13:00,10.48477896,1.319,0.063
1/5/2023 14:00,13.89416513,1.364,0.063
1/5/2023 15:00,6.500164808,1.421,0.063
1/5/2023 16:00,11.32320443,1.424,0.063
1/5/2023 17:00,9.166192983,1.413,0.063
1/5/2023 18:00,12.04923735,1.38,0.062
1/5/2023 19:00,23.39302917,1.325,0.062
1/5/2023 20:00,11.03976427,1.278,0.062
1/5/2023 21:00,18.21037576,1.231,0.062
1/5/2023 22:00,18.21037576,1.224,0.061
1/5/2023 23:00,12.49686347,1.255,0.062
1/6/2023 0:00,12.34665119,1.319,0.062
1/6/2023 1:00,8.543466188,1.374,0.062
1/6/2023 2:00,11.75582913,1.404,0.062
1/6/2023 3:00,19.92334411,1.447,0.062
1/6/2023 4:00,17.84125406,1.48,0.062
1/6/2023 5:00,9.422082907,1.465,0.062
1/6/2023 6:00,5.401647217,1.402,0.062
1/6/2023 7:00,8.543466188,1.377,0.062
1/6/2023 8:00,19.34288768,1.397,0.061
1/6/2023 9:00,20.51330736,1.41,0.062
1/6/2023 10:00,9.039707868,1.446,0.062
1/6/2023 11:00,15.88548444,1.501,0.062
1/6/2023 12:00,19.92334411,1.564,0.062
1/6/2023 13:00,8.543466188,1.61,0.062
1/6/2023 14:00,5.788115153,1.653,0.062
1/6/2023 15:00,6.087687639,1.692,0.062
1/6/2023 16:00,8.181427921,1.704,0.062
1/6/2023 17:00,9.813238331,1.659,0.062
1/6/2023 18:00,19.92334411,1.626,0.062
1/6/2023 19:00,9.945581251,1.595,0.062
1/6/2023 20:00,7.147049349,1.563,0.062
1/6/2023 21:00,14.54156697,1.532,0.062
1/6/2023 22:00,13.73485942,1.502,0.062
1/6/2023 23:00,10.76029271,1.47,0.063
1/7/2023 0:00,9.681875235,1.427,0.063
1/7/2023 1:00,11.61062386,1.369,0.063
1/7/2023 2:00,6.81936499,1.326,0.063
1/7/2023 3:00,12.34665119,1.322,0.063
1/7/2023 4:00,5.307333632,1.304,0.063
1/7/2023 5:00,5.986900942,1.265,0.063
1/7/2023 6:00,6.712024355,1.229,0.063
1/7/2023 7:00,6.087687639,1.191,0.063
1/7/2023 8:00,11.61062386,1.147,0.063
1/7/2023 9:00,6.712024355,1.151,0.063
1/7/2023 10:00,7.258170184,1.191,0.063
1/7/2023 11:00,6.927648317,1.285,0.063
1/7/2023 12:00,10.34850287,1.397,0.063
1/7/2023 13:00,10.62204179,1.505,0.063
1/7/2023 14:00,5.401647217,1.576,0.064
1/7/2023 15:00,5.593035066,1.618,0.064
1/7/2023 16:00,14.0544875,1.668,0.064
1/7/2023 17:00,6.189405738,1.688,0.064
1/7/2023 18:00,7.94487699,1.686,0.064
1/7/2023 19:00,14.70596835,1.665,0.064
1/7/2023 20:00,11.46641607,1.656,0.064
1/7/2023 21:00,19.53531868,1.679,0.064
1/7/2023 22:00,7.828039427,1.667,0.064
1/7/2023 23:00,8.301144278,1.656,0.064
1/8/2023 0:00,9.293650854,1.642,0.064
1/8/2023 1:00,1.302269934,1.64,0.064
1/8/2023 2:00,3.536049584,1.617,0.064
1/8/2023 3:00,2.267880928,1.593,0.064
1/8/2023 4:00,5.121458553,1.589,0.064
1/8/2023 5:00,2.447599611,1.612,0.064
1/8/2023 6:00,4.939241352,1.622,0.064
1/8/2023 7:00,5.496880459,1.622,0.064
1/8/2023 8:00,3.921954779,1.637,0.064
1/8/2023 9:00,2.326945383,1.642,0.064
1/8/2023 10:00,4.585724251,1.649,0.064
1/8/2023 11:00,5.690112735,1.697,0.064
1/8/2023 12:00,4.849500075,1.753,0.064
1/8/2023 13:00,6.189405738,1.755,0.064
1/8/2023 14:00,9.166192983,1.777,0.064
1/8/2023 15:00,5.213937987,1.778,0.064
1/8/2023 16:00,3.387855702,1.853,0.064
1/8/2023 17:00,2.829926034,1.879,0.064
1/8/2023 18:00,2.447599611,1.888,0.064
1/8/2023 19:00,2.634928043,1.844,0.064
1/8/2023 20:00,3.172124005,1.798,0.064
1/8/2023 21:00,7.036875913,1.745,0.064
1/8/2023 22:00,6.189405738,1.69,0.064
1/8/2023 23:00,8.421823208,1.649,0.064
1/9/2023 0:00,5.887044,1.608,0.064
1/9/2023 1:00,3.315072601,1.566,0.064
1/9/2023 2:00,5.788115153,1.496,0.064
1/9/2023 3:00,1.176365093,1.429,0.064
1/9/2023 4:00,6.395642697,1.363,0.064
1/9/2023 5:00,9.039707868,1.334,0.064
1/9/2023 6:00,7.036875913,1.347,0.064
1/9/2023 7:00,4.082525878,1.37,0.064
1/9/2023 8:00,4.76066799,1.409,0.064
1/9/2023 9:00,5.029893591,1.462,0.064
1/9/2023 10:00,3.687760304,1.517,0.064
1/9/2023 11:00,3.611464351,1.53,0.064
1/9/2023 12:00,4.246667874,1.482,0.064
1/9/2023 13:00,4.672743313,1.495,0.064
1/9/2023 14:00,5.788115153,1.527,0.063
1/9/2023 15:00,6.500164808,1.581,0.063
1/9/2023 16:00,4.499608999,1.626,0.064
1/9/2023 17:00,6.605624826,1.663,0.064
1/9/2023 18:00,5.690112735,1.68,0.063
1/9/2023 19:00,12.34665119,1.669,0.063
1/9/2023 20:00,6.087687639,1.661,0.063
1/9/2023 21:00,5.690112735,1.636,0.063
1/9/2023 22:00,3.387855702,1.613,0.063
1/9/2023 23:00,4.00179491,1.593,0.063
1/10/2023 0:00,7.258170184,1.589,0.063
1/10/2023 1:00,7.94487699,1.589,0.063
1/10/2023 2:00,3.243162712,1.589,0.063
1/10/2023 3:00,7.483260258,1.589,0.064
1/10/2023 4:00,7.828039427,1.593,0.064
1/10/2023 5:00,2.447599611,1.584,0.064
1/10/2023 6:00,2.764070899,1.528,0.064
1/10/2023 7:00,2.896639836,1.469,0.064
1/10/2023 8:00,3.243162712,1.402,0.064
1/10/2023 9:00,3.461514029,1.354,0.063
1/10/2023 10:00,5.121458553,1.344,0.063
1/10/2023 11:00,6.395642697,1.426,0.064
1/10/2023 12:00,5.788115153,1.557,0.064
1/10/2023 13:00,2.509193909,1.684,0.064
1/10/2023 14:00,10.07890539,1.783,0.064
1/10/2023 15:00,4.41439574,1.845,0.064
1/10/2023 16:00,5.496880459,1.784,0.064
1/10/2023 17:00,5.986900942,1.768,0.064
1/10/2023 18:00,10.34850287,1.778,0.064
1/10/2023 19:00,4.330082646,1.768,0.064
1/10/2023 20:00,7.483260258,1.776,0.064
1/10/2023 21:00,6.81936499,1.776,0.064
1/10/2023 22:00,4.849500075,1.783,0.064
1/10/2023 23:00,9.945581251,1.792,0.064
1/11/2023 0:00,16.23175213,1.792,0.064
1/11/2023 1:00,5.788115153,1.794,0.064
1/11/2023 2:00,4.164149573,1.797,0.064
1/11/2023 3:00,4.41439574,1.775,0.064
1/11/2023 4:00,5.593035066,1.782,0.064
1/11/2023 5:00,2.386850853,1.772,0.064
1/11/2023 6:00,4.76066799,1.763,0.064
1/11/2023 7:00,5.986900942,1.764,0.064
1/11/2023 8:00,1.985092942,1.758,0.064
1/11/2023 9:00,6.712024355,1.722,0.064
1/11/2023 10:00,6.81936499,1.739,0.064
1/11/2023 11:00,4.082525878,1.751,0.064
1/11/2023 12:00,4.00179491,1.869,0.064
1/11/2023 13:00,11.75582913,2.015,0.065
1/11/2023 14:00,5.593035066,2.152,0.065
1/11/2023 15:00,6.292056881,2.225,0.065
1/11/2023 16:00,7.712158461,2.182,0.065
1/11/2023 17:00,8.181427921,2.165,0.065
1/11/2023 18:00,3.032651934,2.095,0.065
1/11/2023 19:00,7.258170184,2.006,0.065
1/11/2023 20:00,6.292056881,1.977,0.065
1/11/2023 21:00,8.062672655,1.957,0.065
1/11/2023 22:00,9.813238331,1.952,0.065
1/11/2023 23:00,9.039707868,1.936,0.065
1/12/2023 0:00,10.48477896,1.932,0.065
1/12/2023 1:00,9.945581251,1.927,0.065
1/12/2023 2:00,8.301144278,1.916,0.065
1/12/2023 3:00,5.788115153,1.893,0.065
1/12/2023 4:00,6.712024355,1.894,0.065
1/12/2023 5:00,5.307333632,1.894,0.065
1/12/2023 6:00,5.496880459,1.888,0.065
1/12/2023 7:00,2.896639836,1.897,0.065
1/12/2023 8:00,5.307333632,1.894,0.065
1/12/2023 9:00,10.76029271,1.899,0.065
1/12/2023 10:00,8.789650163,1.948,0.065
1/12/2023 11:00,14.54156697,2.066,0.065
1/12/2023 12:00,3.387855702,2.166,0.065
1/12/2023 13:00,8.789650163,2.28,0.065
1/12/2023 14:00,3.461514029,2.357,0.065
1/12/2023 15:00,11.32320443,2.434,0.066
1/12/2023 16:00,8.543466188,2.469,0.066
1/12/2023 17:00,3.243162712,2.426,0.066
1/12/2023 18:00,7.147049349,2.337,0.065
1/12/2023 19:00,7.94487699,2.282,0.065
1/12/2023 20:00,9.039707868,2.25,0.065
1/12/2023 21:00,10.62204179,2.197,0.065
1/12/2023 22:00,4.585724251,2.153,0.065
1/12/2023 23:00,3.921954779,2.107,0.065
1/13/2023 0:00,13.73485942,2.102,0.065
1/13/2023 1:00,9.551490563,2.175,0.065
1/13/2023 2:00,12.19744292,2.214,0.065
1/13/2023 3:00,11.75582913,2.186,0.065
1/13/2023 4:00,10.07890539,2.134,0.065
1/13/2023 5:00,11.75582913,2.118,0.065
1/13/2023 6:00,6.927648317,2.116,0.065
1/13/2023 7:00,13.10777831,2.112,0.065
1/13/2023 8:00,17.1155296,2.135,0.065
1/13/2023 9:00,12.34665119,2.135,0.065
1/13/2023 10:00,9.166192983,2.157,0.065
1/13/2023 11:00,15.2053142,2.277,0.065
1/13/2023 12:00,6.605624826,2.417,0.065
1/13/2023 13:00,12.95353718,2.533,0.065
1/13/2023 14:00,14.37818719,2.638,0.065
1/13/2023 15:00,6.712024355,2.725,0.065
1/13/2023 16:00,20.7120795,2.699,0.065
1/13/2023 17:00,18.77190826,2.621,0.065
1/13/2023 18:00,22.54888831,2.58,0.065
1/13/2023 19:00,18.39650547,2.551,0.065
1/13/2023 20:00,23.60674796,2.554,0.065
1/13/2023 21:00,13.89416513,2.515,0.065
1/13/2023 22:00,15.2053142,2.444,0.064
1/13/2023 23:00,38.43374707,2.388,0.064
1/14/2023 0:00,32.79062046,2.328,0.063
1/14/2023 1:00,29.78702295,2.197,0.062
1/14/2023 2:00,28.82118098,2.162,0.061
1/14/2023 3:00,28.10833748,2.179,0.06
1/14/2023 4:00,7.94487699,2.2,0.059
1/14/2023 5:00,0.48749741,2.23,0.059
1/14/2023 6:00,0.160975524,2.252,0.059
1/14/2023 7:00,0.680584061,2.282,0.059
1/14/2023 8:00,0.309476144,2.281,0.059
1/14/2023 9:00,0.329306929,2.303,0.059
1/14/2023 10:00,2.509193909,2.33,0.06
1/14/2023 11:00,15.54334164,2.405,0.06
1/14/2023 12:00,18.21037576,2.557,0.06
1/14/2023 13:00,31.51972474,2.696,0.061
1/14/2023 14:00,30.2765544,2.823,0.061
1/14/2023 15:00,17.1155296,2.878,0.061
1/14/2023 16:00,38.99710826,2.875,0.061
1/14/2023 17:00,24.91168241,2.858,0.061
1/14/2023 18:00,47.67921351,2.799,0.061
1/14/2023 19:00,53.89462888,2.724,0.061
1/14/2023 20:00,20.11894076,2.667,0.061
1/14/2023 21:00,30.2765544,2.608,0.06
1/14/2023 22:00,51.22626925,2.546,0.06
1/14/2023 23:00,62.71932764,2.51,0.06
1/15/2023 0:00,34.61667478,2.48,0.06
1/15/2023 1:00,39.56500691,2.459,0.059
1/15/2023 2:00,50.89798721,2.449,0.06
1/15/2023 3:00,40.13744998,2.433,0.06
1/15/2023 4:00,20.91191232,2.431,0.06
1/15/2023 5:00,35.14847185,2.42,0.06
1/15/2023 6:00,42.76986621,2.432,0.06
1/15/2023 7:00,30.52297608,2.42,0.06
1/15/2023 8:00,18.39650547,2.42,0.06
1/15/2023 9:00,28.82118098,2.411,0.06
1/15/2023 10:00,29.78702295,2.383,0.06
1/15/2023 11:00,31.01913614,2.407,0.06
1/15/2023 12:00,20.11894076,2.396,0.06
1/15/2023 13:00,45.18766836,2.376,0.06
1/15/2023 14:00,26.71220562,2.403,0.06
1/15/2023 15:00,33.8273777,2.491,0.061
1/15/2023 16:00,24.03741308,2.563,0.061
1/15/2023 17:00,22.96881397,2.63,0.061
1/15/2023 18:00,17.1155296,2.636,0.061
1/15/2023 19:00,15.3738141,2.579,0.061
1/15/2023 20:00,21.31476432,2.508,0.061
1/15/2023 21:00,14.70596835,2.413,0.061
1/15/2023 22:00,27.63858818,2.336,0.061
1/15/2023 23:00,17.65825979,2.276,0.061
1/16/2023 0:00,18.39650547,2.243,0.061
1/16/2023 1:00,19.15150968,2.211,0.061
1/16/2023 2:00,49.27406439,2.166,0.061
1/16/2023 3:00,34.08935814,2.121,0.061
1/16/2023 4:00,19.72880379,2.058,0.06
1/16/2023 5:00,26.02886409,1.991,0.06
1/16/2023 6:00,17.84125406,1.906,0.06
1/16/2023 7:00,15.88548444,1.858,0.06
1/16/2023 8:00,11.03976427,1.828,0.06
1/16/2023 9:00,22.34053143,1.754,0.06
1/16/2023 10:00,26.94216422,1.678,0.06
1/16/2023 11:00,28.34485506,1.721,0.06
1/16/2023 12:00,21.1128069,1.843,0.06
1/16/2023 13:00,30.52297608,1.96,0.06
1/16/2023 14:00,28.58246924,2.081,0.061
1/16/2023 15:00,24.47238849,2.233,0.061
1/16/2023 16:00,35.41605282,2.338,0.061
1/16/2023 17:00,31.51972474,2.38,0.061
1/16/2023 18:00,41.88211493,2.343,0.061
1/16/2023 19:00,19.72880379,2.257,0.061
1/16/2023 20:00,35.68475661,2.16,0.061
1/16/2023 21:00,40.13744998,2.031,0.061
1/16/2023 22:00,26.48333673,1.877,0.061
1/16/2023 23:00,18.21037576,1.716,0.06
1/17/2023 0:00,46.73621541,1.547,0.06
1/17/2023 1:00,37.04514941,1.376,0.06
1/17/2023 2:00,14.0544875,1.201,0.06
1/17/2023 3:00,1.176365093,1.039,0.059
1/17/2023 4:00,0.621779374,0.898,0.059
1/17/2023 5:00,1.345815998,0.73,0.059
1/17/2023 6:00,1.575503488,0.581,0.059
1/17/2023 7:00,0.593475425,0.451,0.059
1/17/2023 8:00,0.462793561,0.357,0.058
1/17/2023 9:00,0.742341202,0.279,0.058
1/17/2023 10:00,0.309476144,0.268,0.058
1/17/2023 11:00,0.650814402,0.343,0.058
1/17/2023 12:00,1.259514632,0.364,0.059
1/17/2023 13:00,0.680584061,0.443,0.059
1/17/2023 14:00,0.742341202,0.533,0.059
1/17/2023 15:00,2.209655196,0.615,0.059
1/17/2023 16:00,0.680584061,0.687,0.059
1/17/2023 17:00,1.176365093,0.767,0.059
1/17/2023 18:00,1.302269934,0.818,0.059
1/17/2023 19:00,1.135965165,0.791,0.059
1/17/2023 20:00,1.985092942,0.747,0.059
1/17/2023 21:00,2.152265875,0.657,0.059
1/17/2023 22:00,2.209655196,0.539,0.059
1/17/2023 23:00,19.92334411,0.422,0.059
1/18/2023 0:00,13.73485942,0.299,0.059
1/18/2023 1:00,16.05810209,0.185,0.059
1/18/2023 2:00,18.5836826,0.098,0.058
1/18/2023 3:00,14.37818719,0.104,0.059
1/18/2023 4:00,7.94487699,0.11,0.059
1/18/2023 5:00,3.921954779,0.115,0.059
1/18/2023 6:00,0.774335521,0.118,0.059
1/18/2023 7:00,0.392917075,0.119,0.059
1/18/2023 8:00,5.029893591,0.119,0.06
1/18/2023 9:00,0.236895502,0.125,0.06
1/18/2023 10:00,1.825362423,0.126,0.06
1/18/2023 11:00,0.98212972,0.124,0.06
1/18/2023 12:00,-6999,0.133,0.059
1/18/2023 13:00,0.016282032,0.137,0.059
1/18/2023 14:00,-6999,0.191,0.059
1/18/2023 15:00,14.37818719,0.289,0.059
1/18/2023 16:00,30.52297608,0.329,0.059
1/18/2023 17:00,23.82154225,0.358,0.059
1/18/2023 18:00,19.34288768,0.405,0.059
1/18/2023 19:00,7.712158461,0.598,0.059
1/18/2023 20:00,7.370239973,0.677,0.059
1/18/2023 21:00,29.06099126,0.741,0.059
1/18/2023 22:00,14.54156697,0.808,0.06
1/18/2023 23:00,11.1809876,0.873,0.06
1/19/2023 0:00,18.21037576,0.894,0.06
1/19/2023 1:00,7.370239973,0.901,0.06
1/19/2023 2:00,4.246667874,0.853,0.06
